0.0	0.0000000000
0.2	3.365240E-01
0.4	9.100932E-01
0.5	1.258038E+00
0.6	1.718851E+00
0.8	2.667631E+00
1.0	3.839093E+00				

#0.2	3.552772E-01	
#0.4	9.113039E-01
#0.5	1.285562E+00
#0.6	1.678745E+00
#0.8	2.693370E+00
#1.0	3.838209E+00	
