  0.0	0.000000000000000000000
  0.20	8.0450107400429540E-003  
  0.30	1.3951030684122680E-002 
  0.40	2.0314869739478946E-002 
  0.50	2.5659934959739908E-002   
  0.60	3.0062420409681594E-002 
  0.70	3.2502080568322156E-002 
  0.80	3.3833857415429637E-002 
  0.90	3.2146485545942141E-002 
  0.95	3.0858822315289375E-002

