0.10000000149011612        125.05000000000000
0.20000000298023224        177.66999999999999
0.40000000596046448        160.94000000000000
0.50000000000000000        118.84000000000000
0.60000002384185791        79.719999999999999
0.80000001192092896        17.379999999999999 
0.89999997615814209        4.0000000000000000
0.99000000953674316       0.11000000000000000















#0.1	143.00000000000000
#0.2	182.00000000000000
#0.4	150.00000000000000
#0.5	123.00000000000000
#0.6	83.000000000000000
#0.8	18.000000000000000
#0.9	4.0000000000000000
#0.99	0.0000000000000000
