   200000.00949949026        3.6094545454545468     
   20000.000949949026        3.5984242424242412     
   2000.0000949949026        3.6845454545454568     
   200.00000949949023        3.9418787878787871     
   20.000000949949026        3.6281212121212132     
   2.0000000949949026        1.2818461538461547     
  0.20000000949949026        1.2118151815181505E-002
   2.0000000949949026E-002   4.2103210321032154E-003
   2.0000000949949026E-003   2.6602460246024601E-003
   1.0000000474974513E-003   1.8676867686768634E-003
   4.0000001899898052E-004   1.1165916591659184E-003
   2.0000000949949026E-004   6.3798379837983713E-004
   1.0000000474974513E-004   4.1158115811581049E-004
   4.0000001899898055E-005   1.6483648364836468E-004
   2.0000000949949027E-005   9.5469546954695365E-005
   1.3333333966632683E-005   5.4425442544254343E-005
   1.0000000474974514E-005   4.6024602460246010E-005
   6.6666669833163416E-006   2.9462946294629462E-005
   5.0000002374872569E-006   2.3642364236423671E-005
   4.0000001899898050E-006   2.4722472247224722E-005
   3.3333334916581708E-006   3.2583258325832584E-005
   2.8571429928498610E-006   2.3702370237023695E-005
   2.5000001187436284E-006   1.9981998199819976E-005
   2.2222223277721140E-006   1.3741374137413734E-005
   2.0000000949949025E-006   9.5409540954095402E-006
