0.10   281025.78860289772    0.10285714425146580 
0.20   63900.928401608959    0.20079761847853661
0.30   27832.456354797796    0.29305952519178391  
0.40   10029.636507753912    0.37794047653675078 
0.50   4915.8384107794554    0.45333333104848861
0.60   2990.1215608314778    0.52054761946201322 
0.70   1666.9378529253993    0.58291666448116297 
0.80   1067.4127169856265    0.63942857265472408
0.90   906.90769396566088    0.69824999868869786 
0.95   918.89553941526231    0.72805952191352841
0.98   691.06488012424506    0.74245237946510312
0.99   616.04037837321391    0.74514285504817968 
