0.10   6205.3320632715886    0.10096428714692593 
0.20   3922.1799613342632    0.19727380886673929
0.30   2064.2675317587655    0.29136904954910281
0.40   1549.6890454462516    0.37376190483570099 
0.50   1102.2162376164486    0.45317857027053832
0.60   918.12417830993513    0.52203571587800979 
0.70   985.02610158537402    0.58136904954910273
0.80   718.57052797466065    0.63871428489685056 
0.90   707.17186358456320    0.69716666698455809
0.95   646.47493540000096    0.73036904573440553
0.98   686.19484077458969    0.75408333182334897
0.99   626.22570185983955    0.76176190674304967 
