0.000000000000000		0.0000000000000000
5.3450001082569365E-002		5.5012703486414887E-004		#4.9648964896489465E-004
0.11181999611586324	        2.6401899449204212E-003		#2.1385538553855385E-003
0.18398000276058912		5.9154704397775416E-003		#4.2739273927392754E-003
0.27725000794604426	        1.2927917791779178E-002		#8.2738673867386731E-003
0.40225000980868941		2.7104577124379033E-002		#1.5246324632463228E-002
0.58290000830441713		5.7020395917142745E-002		#2.7939993999399917E-002
0.81990004807561689		0.11287121611569438		#4.7688088808880938E-002
