0.00	0.0000000000	
0.10	3.140851E-03	
0.20	8.213464E-03	
0.30	1.404042E-02	
0.40	1.958197E-02	
0.50	2.435605E-02	
0.60	2.732279E-02		
0.70	2.912516E-02		
0.80	2.879868E-02				
0.90	2.436799E-02	
0.95	1.913406E-02		
