0.05125  	19967.615929221520	#22124.782193043226     
0.1625   	3141.1613880303707	#4347.6282187271572     
0.36     	1195.4154983566634	#2439.6234660340097     
0.4375   	648.74188622006579	#2144.6012767605480     
0.61875  	766.06083840721271	#2532.4325236602067     
0.8525   	447.31397217140307	#2208.9578872661878     
1.0000   	396.19698650322869	#2476.2311656451789     
