0.0510    20795.268519469431		#15724.210600733035     
0.1602    4208.2193079454564		#3816.9789641228631     
0.28125   2364.5320031974602		#2619.9800589445535     
0.418     1353.6573861279271		#1873.5742368552619     
0.5765    893.11990754834176		#870.33663736036749     
0.6666    426.46495230657979		#1587.7687245303855     
0.8769    385.55355939612497		#1070.9821094336810     
