0.05125   	8272.0094843231036	#9165.6614784743506     
0.1625    	2967.4323567149181	#4107.1728120621719     
0.36      	1012.9688552189878	#2067.2833779979342     
0.4375    	934.72223031730721	#2212.3603084433316     
0.61875   	724.74478109130348	#2395.8505160043078     
0.8525    	551.66365959677057	#2724.2649856630655     
1.00000   	379.28137539652545	#2370.5085962282847     
