0.000		0.000000000000000
0.051		0.13094430047919717		#0.18404384638882021		
0.1602		0.48446553498887279		#0.52738098166368375	
0.28125		0.90829241630737867		#0.79252131213931354	
0.418		1.3573170082512642		#1.0189657947686097	
0.5765		1.8931970576848620		#1.0817791996062651	
0.6666		2.1508297200971627		#1.1199644268774733	
0.8769		2.8326449275362342		#1.0734969179706022	

