0.00000		0.00000000000000000
0.05125		0.14078724215911892	
0.1625		0.50508707618166715	
0.3600		1.1740112786788885		
0.4375		1.4335622357232856		
0.61875		2.0567074282367264 		
0.8525		2.7793066937720985		
1.0		3.2027809147374366



#1.0	        3.0117950328174379		#0.52355227148330596
#1.0			#0.48188720525079004
#0.61875		#0.62215399704160990
