   19.999999552965164        365.89212625057399     
   1.9999999552965164        787.99901100730460     
  0.19999999552965164        14984.097664752609     
   1.9999999552965164E-002   34519.857892650085     
   9.9999997764825821E-003   59003.676382018486     
   3.9999999105930330E-003   96568.767519329485     
   1.9999999552965165E-003   144324.14773038437     
   9.9999997764825825E-004   360878.97175189038     
   3.9999999105930326E-004   810067.75472330127     
   1.9999999552965163E-004   1694311.5619296567     
   1.3333333035310109E-004   2073749.9037881279     
   9.9999997764825814E-005   4676240.6423807768     
   6.6666665176550547E-005   4137716.2671343503     
   4.9999998882412907E-005   7457766.6875279453     
   3.9999999105930327E-005   9035301.7269346882     
